Id1,Frequency1,Kanji1,Type1,Meaning1,Meaning2,Meaning3,Bushu1,Bushu2,Bushu3,Bushu4,Radical1,Radical2,Radical3,Radical4,Onyomi Reading1,Onyomi Reading2,Kunyomi Reading1,Kunyomi Reading2,Mnemonic,Notes
1438,1807,腸,Kanji,entrails,,,,,,,organ,desert,,,CHOU,,harawata,,Entrails.m and organs.r all over the desert.r. We choose.o blood and entrails by enlisting in this harrowing.k war.r.,
1439,1449,胆,Kanji,guts,,,,,,,organ,dawn,,,TAN,,kimo,,Guts.m suffer organ.r failure with the dawn's.r solar radiation. Tanning.o leads to gut cancer and chemo.ktherapy.,
1440,1316,揚,Kanji,hoist,,,,,,,left hand,desert,,,YOU,,age,,"Hoist.m by hand.r equipment in the desert.r. You,.o and.o only.o you,.o hoist stuff at this age.k.",
1441,1395,鋭,Kanji,sharp,,,,,,,gold,cash,,,EI,,surudo.i,,A sharp.m knife or your gold.r and cash.r. Ei.o#ghty-ei.oght pounds lost to a sharp and sour.k thief.,
1442,1855,閲,Kanji,check,,,,,,,gates,cash,,,ETSU,,kemi.suru,,"They check.m at the gates.r for smuggled chash.r. Est.oeem the travelers, but check them for chemicals.k.",
1443,2039,朋,Kanji,companion,,,,,,,moon,moon,,,HOU,,tomo,,"Like companions.m, the two moons.r traversed the heavens. Like my two hoe.o companions tomorrow.k.",Mostly used as a radical or in names.
1444,778,崩,Kanji,crumble,,,,,,,mountain,companion,,,HOU,,kuzu.reru,,The crumbling.m mountain.r side crushed the companions.r. The two hoes.o crushed were cousins.k.,
1445,1910,嵐,Kanji,storm,,,,,,,mountain,wind,,,RAN,,arashi,,A storm.m of fierce mountain.r winds.r. We ran.o away from the h#arassing.k storm.,
1446,2031,蛍,Kanji,firefly,,,,,,,tiara,insect,,,KEI,,hotaru,,The firelfy.m is a glowing tiara.r-wearing insect.r. Kate.o plays with fireflies in the hotel.k.,
1447,,鬲,Radical,tripod,,,,,,,one mouth,staple,legs,letter T,,,,,A camera on a tripod.m photographed one.r mouth.r. I stapled.r the pic. The tripod's legs.r are shaped like a T.r. ,
1448,481,融,Kanji,finance,,,,,,,tripod,insect,,,YUU,,to.keru,to.kasu,"Financing.m a tripod.r that looks like an insect.r is something you,.o and.o only.o you.o, can do after toking.k.",
1449,,冏,Radical,nimble,,,,,,,staple,legs,mouth,,,,,,The nimble.m clown swallowed staples.r. His legs.r were visible and his mouth.r audible.,
1450,413,商,Kanji,deal,,,,,,,stand up,nimble,,,SHOU,,akina.u,,"After the deal.m, they stood.r up.r and applauded their nimble.r negotiations. A deal is a show.o of acumen.k.",
1451,904,触,Kanji,touch,,,,,,,corner,insect,,,SHOKU,,sawa.ru,fu.reru,Touch.m the corner.r of an insect's.r horn. The shock.o from touching the sewer.k cables electrocutes.,
1452,176,解,Kanji,untie,,,,,,,corner,sword,cow,,KAI,,to.keru,hodo.keru,Untie.m and corner.r it. Thrust a sword.r into the cow.r. Untie a kite.o and toke.k some weed. Mayhem.,
1453,,它,Radical,bang,,,,,,,crown,spoon,,,TA,,,,Bang.m the crown..r with a spoon.r. Tap.o and bang it.,
1454,1721,蛇,Kanji,snake,,,,,,,insect,bang,,,TA,,hebi,,Snakes.m snatch insects.r and bang.r them. Snakes tap.o their heavy.k tails on them.,
1455,1381,涙,Kanji,tears,,,,,,,water splash,revert,,,RUI,,namida,,Tears.m of water.r revert.r to joy. Tears ruin.o the name.k ID.k.,
1456,1285,堀,Kanji,canal,,,,,,,ground,yield,,,KUTSU,,hori,,The canal.m formed on the ground.r yielded.r to nothing. The canal cuts.o through horri.kfic lengths.,
1457,1257,掘,Kanji,dig,,,,,,,left hand,yield,,,KUTSU,,ho.ru,,Dig.m by hand.r until yielding.r to fatigue. Digging cuts.o horror.k into the soil.,
1458,1938,拙,Kanji,clumsy,,,,,,,left hand,exit,,,SETSU,,tsutana.i,,A clumsy.m hand.r lets things exit.r from its grasp. It sets.o u.o up as u clumsily stain.k carpets.,
1459,,夹,Radical,wedge,,,,,,,horny,husband,,,KYOU,,,,The little wedge.m of my horny.r husband.r from Kyoto.o. ;-p,
1460,1346,狭,Kanji,tight,,,,,,,animal,wedge,,,KYOU,,sema.i,,"Tightly.m, the animals.r are wedged.r in. In Kyoto.o, barns are semi.k-tight.",
1461,1870,挟,Kanji,pinch,,,,,,,left hand,wedge,,,KYOU,,hasa.mu,,"Pinch.m it with your hand.r to wedge.r it between your fingers. In Kyoto.o, he who has.k a.k mule.k pinches its ass.",
1462,1833,峡,Kanji,gorge,,,,,,,mountain,wedge,,,KYOU,,hazama,,"In the gorges.m of the mountain.r, we were wedged.r in. Kyoto.o has gorges that require hazmat.k suits.",
1463,1364,溶,Kanji,melt,,,,,,,water splash,contents,,,YOU,,to.keru,to.kasa,"Melt.m it into water.r and pour out the contents.r. You,.o and.o only.o you.o, took.k care.k of melting it.",
1464,1211,貧,Kanji,poor,,,,,,,understand,money,,,HIN,BIN,mazushi.i,,"The poor.m don't understand.r money.r. Hin.odered by poverty, they stole from the bin.o to afford a Mazda.k.",
1465,1250,鎖,Kanji,chains,,,,,,,gold,resemble,,,SA,,kusari,,"Chains.m of gold.r resemble.r marriage. Sadly.o, I'm chained to cute.k Sally.k.",
1466,1617,鎮,Kanji,tranquil,,,,,,,gold,truth,,,CHIN,,shizu.meru,,"Tranquility.m is worth gold.r, truth.rfully speaking. I rest my chin.o with tranquility.",
1467,999,慎,Kanji,careful,,,,,,,left heart,truth,,,SHIN,,tsutsushi.mu,,A careful.m heart.r considers the truth.r. Shine.o carefully to tsustain.k truth.,
1468,1013,銃,Kanji,firearm,,,,,,,gold,allot,,,JUU,,tsutsu,,Firearms.m in exchange for gold.r were alloted.r to us. Jewish.o firearms tsust.kain Jewish hunters.,
1469,1459,帳,Kanji,notebook,,,,,,,textile,long,,,CHOU,,tobari,,The notebook.m was a textile.r rolled into a long.r scroll. We chose.o a guest notebook to.k bar.k outsiders entry.,
1470,1365,輩,Kanji,comrade,,,,,,,mistake,car,,,HAI,,,,My comrade's.m mistake.r was driving his car.r. My comrade was very high.o.,
1471,1261,軸,Kanji,axle,,,,,,,car,reason,,,JIKU,,,,The axle.m of a car.r is the reason.r for its stability according to Ji.om K.oing the axlesmith.,
1472,1172,較,Kanji,contrast,,,,,,,car,mix,,,KAKU,,kura.beru,,"In contrast.m with cars.r, mixed.r fule hybrids suck cock.o and corroborate.k hippy stereotypes.",
1473,499,渉,Kanji,ferry,,,,,,,water splash,walk,,,SHOU,,wata.ru,,Ferry.m it across the water.r or walk.r on it. Show.o me a ferry that can cross the water.k.,
1474,1649,赴,Kanji,proceed,,,,,,,run,divination,,,FU,,omomu.ku,,Proceed.m and run.r from the divinition.r lady. She'll proceed to f..o u..o out of all.k ur money.k.,
1475,897,越,Kanji,pass,,,,,,,run,impale,scythe,,ETSU,,ko.su,ko.eru,"He passed.m us running.r, tripped and got impaled.r on a scythe.r. The East.oerner passed us at the cos.kt of his own life.",
1476,597,超,Kanji,cross over,,,,,,,run,summon,,,CHOU,,ko.su,ko.eru,"He crossed.m over.m, running.r after being summoned.r. The Cho.osen One was coerced to cross over.",
1477,963,紹,Kanji,introduce,,,,,,,thread,summon,,,SHOU,,,,Introduction.m of fine threads.r summoned.r market forces. Show.o and introduce us.,
1478,1584,嘆,Kanji,lament,,,,,,,mouth,hardship,,,TAN,,nage.ku,nage.kawashii,Lament.m with the mouth.r life's hardships.r. I lament tan.oing naked.k so much.,
1479,1534,咲,Kanji,bloom,,,,,,,mouth,frontier,,,SHOU,,sa.ku,,Fruits bloom.m ready for my mouth.r at the frontier.r farms. I'll show.o the blooming orchards. Bring a sack.k.,
1480,,尢,Radical,crooked,,,,,,,one,legs,,,,,,,A crooked.r one.r had crooked legs.r.,"This is a radical. It never appears by itself, only as a part of other characters. "
1481,,尤,Kanji,superb,,,,,,,bloody,crooked,,,YUU,,motto.mo,,"The superb.m crook is bloody.r crooked.r. You,.o and.o only.o you.o, are superb enough to uncover his secret motto.k.",
1482,1271,沈,Kanji,sink,,,,,,,water splash,hat,crooked,,CHIN,,shizu.mu,shizu.meru,"Sinking.m into the water.r, his hat.r floated to the top, completey crooked.r. He sunk up to the chin.o after the seismic.k activity.",
1483,624,就,Kanji,about,,,,,,,capital,superb,,,SHUU,,tsu.ite,,"About.m the capital.r, superb.r things are said. Surely.o,  all about it is stunning.k.",
1484,323,施,Kanji,donate,,,,,,,direction,gun,classical,,SHI,,hodoko.su,,"Donate.m in their directionr.r instead of aiming guns.r at classical.r music performers. She.o in particular, donates to holy.k causes.k.",
1485,783,旅,Kanji,trip,,,,,,,direction,gun,axe,,RYO,,tabi,,Go on a trip.m in that direction.r. Aim guns.r and axes.r. The riot.o in the tavern.k was a real trip.,
1486,393,族,Kanji,tribe,,,,,,,direction,gun,arrow,,ZOKU,,,,My tribe.m in that direction.r aims guns.r and arrows.r. My tribe hunts the Zodiac.o Killer.,
1487,,斿,Radical,drift,,,,,,,direction,gun,child,,YUU,,,,"It drifted.m in our direction.r. Someone aimed a gun.r at a child.r. You,.o and.o only.o you.o, can drift lifelessly.",
1488,941,遊,Kanji,play,,,,,,,drift,motion,,,YUU,,aso.bu,aso.basu,"Playfully.m drift.r in slow motion.r. You,.o and.o only.o you.o, can play and absorb.k the blows.",
1489,1548,脂,Kanji,lard,,,,,,,organ,delicious,,,SHI,,abura,,"Lard.m from organs.r is delicious.r. She.o in particular, considers lard an aberration.k.",
1490,1569,把,Kanji,counter for bundles,,,,,,,left hand,tomoe,,,HA,,taba,,"We counted.m bundles.m of hand.r painted tomoe.r symbols. ""HA.o HA.o!"" Tabatha.k laughed at our bundle counting.",
1491,1469,肥,Kanji,fertility,,,,,,,moon,tomoe,,,HI,,futo.u,,"The fertility.m moon.r ritual invoked a tomoe.r symbol. He.o in particular, did a futile.k fertility dance.",
1492,1559,肌,Kanji,skin,,,,,,,moon,table,,,KI,,hada,,"The skin.m and the organs.r are on the table.r. To keep.o the tradition, we hadda.k do it.",
1493,666,抗,Kanji,confront,,,,,,,left hand,joy,,,KOU,,araga.u,,Contront.m and hand.r-to-hand combant with joy.r. Confront it with cou.orage and arrogance.k.,
1494,665,航,Kanji,navigate,,,,,,,boat,joy,,,KOU,,,,Let's navigate.m this boat.r with joy.r and cou.orage!,
1495,678,類,Kanji,type,,,,,,,rice,big,page,,RUI,,,,This type.m of rice.r is big.r. and white like a page.r. It ruins.o other types of crop.,
1496,121,協,Kanji,cooperation,,,,,,,ten,power,,,KYOU,,,,Cooperation.m is ten.r times the triple of power.r! In Kyoto.o everyone cooperates.,
1497,1183,脅,Kanji,threat,,,,,,,power,power,power,moon,KYOU,,odo.su,obiya.kasu,The threat.m tripled in power.r this month.r. In Kyoto.o odious.k assasins are a threat.,
1498,1650,桑,Kanji,mulberry,,,,,,,again,pair,tree,,SOU,,kuwa,,Picking mulberries.m again.r from a pair.r of trees.r. So.o many mulberry trees in Kuwait.k.,
1499,833,遅,Kanji,slow,,,,,,,corpse,sheep,motion,,CHI,,oso.i,oku.reru,The slow.m twitching corpse.r of the sheep.r moved in slow motion.r. The chi.old was oh.k so.k slow oc.kasionally.,
1500,1298,漏,Kanji,leak,,,,,,,water splash,corpse,rain,,ROU,,mo.ru,mo.rasu,Leaking.m water.r splashes.r on our corpses.r in the rain.r. Let's row.o our raft for we have a mortal.k leak.,
1501,,兹,Radical,lifeline,,,,,,,sewer lid,string,string,,JI,,,,The lifelines.m tied to a sewer.r lid.r are strings.r attached that bring you to Jesus.o.,
1502,1563,滋,Kanji,nourish,,,,,,,water splash,lifeline,,,JI,,,,Nourishing.m water.r is a lifeline.r that brings you to Jesus.o.,
1503,1686,磁,Kanji,magnet,,,,,,,stone,lifeline,,,JI,,,,A magnet.m is a stone.r that pulls and attracts you like a lifeline.r to Jesus.o.,
1504,966,併,Kanji,join,,,,,,,standing man,match,,,HEI,,awa.seru,,Join.m the standing.r man.r with his match.r. He hates.k to be joined to her un#awares.k.,
1505,1528,瓶,Kanji,jug,,,,,,,match,tile,,,BIN,,kame,,The jug.m matches.r the tiles.r. Place the jug in a bin.o and load up the camel.k.,
1506,1785,狩,Kanji,hunt,,,,,,,animal,protect,,,SHU,,ka.ru,,"When hunting.m animals.r, protect.r yourself. Shoot.o to hunt with care.k. ",
1507,1851,猟,Kanji,game,,,,,,,animal,sparkles,utilize,,RYOU,,,,Game.m animals.r are lured with sparkles.r utilized.r for hunting. It's a riot.o to trick game.,
1508,1549,粛,Kanji,solemn,,,,,,,brush,broken legs,rice,,SHUKU,,,,The solemn.m brush.r strokes against broken.r legs.r kneeling on rice.r. The solemn torture shook.o him.,
1509,1155,斎,Kanji,purify,,,,,,,simultaneous,point out,,,SAI,,toki,,Purify.m it and simultaneously.r point.r out.r the process. I sigh.o after toking.k pure weed.,
1510,,竟,Radical,finally,,,,,,,stand up,sun,legs,,KYOU,,,,Finally.m stand.r up.r during the day.r with your legs.r in Kyoto.o.,
1511,346,境,Kanji,border,,,,,,,ground,finally,,,KYOU,,,,The border.m of our ground.r is finally.r secure. Kyoto.o secured its borders.,
1512,1506,鏡,Kanji,mirror,,,,,,,gold,finally,,,KYOU,,kagami,,The mirror.r with the golden.r handle is finally.r mine. Kyoto.o sells fine mirrors to evil cage.k ma.kgicians.,
1513,1857,偵,Kanji,spy,,,,,,,standing man,upright,,,TEI,,,,The spy.m is the man.r standing.r upright.r. Take.o the spy in for interrogation.,
1514,1859,敢,Kanji,tragic,,,,,,,industry,ear,chair,,KAN,,a.ete,,"In a tragic.m industrial.r accident, he lost his ears.r and is now in a wheel#chair.r. Kyle.o is tragic.",
1515,1729,呉,Kanji,give,,,,,,,mouth,bar,yuan,eight,GO,,ku.reru,,Give.m to hungry mouths.r granola bars.r and eight.r yuan.r. Go.o give with courtesy.k.,
1516,1827,娯,Kanji,recreation,,,,,,,woman,give,,,GO,,,,Recreation.m with my woman.r and gift-#giving.r. Go.o have some recreation!,
1517,1150,誤,Kanji,wrong,,,,,,,talk,give,,,GO,,ayama.ru,,"To be wrong.m is to talk.r and not give.r a damn. Go.o do wrong then, for a.k yam.k shall be taken from thee.",
1518,1272,誇,Kanji,pride,,,,,,,talk,big,two,obstruct,KO,,hoko.ru,,"Proudly.m talking.r big.r words can twice.r obstruct.r. Pride coats.o the soul, pride hurries.k hatred.",
1519,,⺗,Radical,campfire,,,,,,,small,bottom fire,,,,,,,A campfire.m is a small.r fire.r.,
1520,1737,恭,Kanji,esteem,,,,,,,together,campfire,,,KYOU,,,,Esteem.m holds us together.r around a campfire.r. Kyoto.o residents esteem each other.,
1521,515,満,Kanji,satisfy,,,,,,,water splash,plant,both,,MAN,,mi.chiru,mi.tasu,Satisy.m the water.r needs of the plants.r on both.r sides. A man.o is satisfied with his Michigan.k lawn.,
1522,1011,渋,Kanji,hesitate,,,,,,,water splash,stop,icicle,icicle,JUU,,shibu.i,,He hesitated.m to splash.r in the water.r and stopped.r frozen like ice.r. The Jewish.o guy hesitated to swim in shipwreck.k,
1523,1545,粧,Kanji,cosmetics,,,,,,,rice,level,,,SHOU,,,,Cosmetics.m whiten the skin like rice.r to a bright level.r. Show.o us your cosmetic enhancement.,
1524,1084,悩,Kanji,worry,,,,,,,left heart,sparkles,wicked,,NOU,,naya.masu,naya.mashii,Worry.m in the heart.r sparkles.r like wickedness.r. Say no.o to the worrisome nay.ksayers.,
1525,459,脳,Kanji,brain,,,,,,,organ,sparkles,wicked,,NOU,,,,The brain.m is the orgain.r that sparks.r wicked.r thoughts.,
1526,2490,舛,Kanji,ballet,,,,,,,evening,stock,,,BU,,,,Ballet.m in the evening.r with a girl from good stock.r.,
1527,655,舞,Kanji,dance,,,,,,,nothing,ballet,,,BU,,ma.u,mai,Dancing.m is nothing.r without ballet.r. The audience shall boo.o my.k dancers.,
1528,523,接,Kanji,graft,,,,,,,left hand,stand up,woman,,SETSU,,tsu.gu,,Graft.m fresh skin on your hand.r and stand.r up.r as a new woman.r! Grafting sets.o you.o up for a different struggle.k.,
1529,267,演,Kanji,performance,,,,,,,water splash,space,one,eight,EN,,,,The performance.m in the water.r was a space.r simulation to pick one.r of eight.r astronauts to en.oter the program.,
1530,1589,泥,Kanji,mud,,,,,,,water splash,nun,,,DEI,,doro,,"The muddy.m waters.r splashed.r on the nun.r. On this day.o, Doro.kthy was covered in mud.",
1531,1398,尋,Kanji,interrogate,,,,,,,bristles,industry,mouth,inch,JIN,,tazu.neru,,"Interrogated.m, bristles.r shoved in his mouth.r, the industrial.r spy didn't give up an inch.r. The interrogator shined.o a flashlight and tasered.k him.",
1532,361,算,Kanji,calculate,,,,,,,bamboo,eye,letter H,,SAN,,soro,,Calculate.m all the bamboo.r-thin chicks the eye.r can see in H.rawaii. No sane.o calculation of all the soro.krity girls.,
1533,1632,鼻,Kanji,nose,,,,,,,oneself,field,letter H,,BI,,hana,,"With my nose.m, by myself.r, I smell the fields'.r H.rorrible smell. Bi.ocyclist Hanah.k has a big nose.",
1534,1760,臭,Kanji,stench,,,,,,,oneself,big,,,SHUU,,kusa.i,,The stench.m from myself.r is big.r. My shoe's.o stench is cuss.k-worthy.,
1535,1665,畳,Kanji,tatami mat,,,,,,,field,hat,furthermore,,,,,,"Tatami.m mats.r laid as a flat field.rl ike hats.r. Furthermore.r, Joe.o lays the tatami.k mats.",
1536,885,喪,Kanji,mourn,,,,,,,ten,mouth,mouth,clothes,SOU,,mo,,"Mourn.m for ten.r days, cry with two mouths.r, and rend thy clothes.r. So.o many to m.kourn.",
1537,460,極,Kanji,thorough,,,,,,,tree,obstruct,mouth,again,KYOKU,GOKU,kiwa.maru,kiwa.meru,The thorough.m tree.r obstructed.r the mouth.r of the river again.r. The kisok.o could't get kiwi.k shippments.,
1538,1478,滝,Kanji,waterfall,,,,,,,water splash,dragon,,,,,taki,,The waterfall.m splashes.r water.r as the dragon.r bathes in it. Take.k a selfie in the waterfall.,
1539,1624,奉,Kanji,observance,,,,,,,triplets,two,bar,,HOU,BU,,,The observant.m triplets.r beat themselves with two.r bars.r. Holy.o observance says boo.o to sin.,
1540,1455,棒,Kanji,stick,,,,,,,tree,observance,,,BOU,,,,The stick.m made of tree.r wood is for ritualistic observance.r. Beat with stick or bow.o.,
1541,305,職,Kanji,job,,,,,,,ear,sound,spear,,SHOKU,,,,The job.m requires an ear.r for the sound.r of flying spears.r. A shock.o trooper is a tough job.,
1542,496,識,Kanji,discern,,,,,,,talk,sound,spear,,SHIKI,,shi.ru,shiru.su,Discern.m the difference between talk.r of the sound.r of flying spears.r. She.o kills.o if you don't discern properly.,
1543,1322,倫,Kanji,ethics,,,,,,,standing man,cognition,,,RIN,,,,The ethics.m of the standing.r man.r involves deep cognition.r. Rinse.o and reapeat with your own ethics.,
1544,371,輸,Kanji,transport,,,,,,,wheel,roof,before,,YU,,,,Transport.m by car.r and store it before.r you.o get caught transporting it.,
1545,693,輪,Kanji,ring,,,,,,,wheel,cognition,,,RIN,,wa,,Rings.m are confused with car.r tires with demented cognition.r. Rinse.o your ring in wa.kter.,
1546,1480,軌,Kanji,wheel,,,,,,,car,nine,,,KI,,,,The wheels.m of the car.r spun nine.r times. The wheels keep.o spinning.,
1547,356,備,Kanji,equip,,,,,,,standing man,plant,cliff,utilize,BI,,sona.eru,,Equip.m the standing.r man.r to clear the plants.r on the cliff.r so we can utilize.r it for bi.onoculars and sonar.k equipment.,
1548,420,落,Kanji,fall,,,,,,,plant,water splash,Kyoto,,RAKU,,o.chiru,o.tosu,Fall.m and crush the plants.r in Kyoto.r. The rack.o fell.,
1549,702,薬,Kanji,medicine,,,,,,,plant,fun,,,YAKU,,kusuri,,Medicinal.m plants.r are fun.r. Smoking this medicine will make you yalk.o and curse.k.,
1550,1839,蓮,Kanji,lotus,,,,,,,plant,,union,,REN,,hasu,,The lotus.m plant.r is in union.r with nature. Ren.oaissance houses.k had lotuses.,
1551,1127,索,Kanji,cable,,,,,,,ten,hat,thread,,SAKU,,,,The cable.m ten.r yards long. My hat.r caught it its threads.r. Pull my sack.o with your cable.,
1552,408,監,Kanji,official,,,,,,,subject,gun,one,plate,KAN,,,,The official's.m subjects.r have a gun.r and one.r plate.r of armor. Genghis Khan.o slays the officials.,
1553,1510,覧,Kanji,watch,,,,,,,subject,gun,one,see,RAN,,,,Watch.m the subject.r wielding a gun.r. One.r should watch and see.r. Genghis Khan.o is watching you.,
1554,1068,勧,Kanji,recommend,,,,,,,impact,power,,,KAN,,susu.meru,,Recommendations.m have impact.r and power.r. You can.o recommend or a#ssume.k things.,
